Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E440ISC;ICMVDE;3;Valor de ICMS partilhado com o estado destinatário;Valor ICMS compartido con el estado receptor
E440ISC;ICMVFC;1;Vlr. FCP UF Dest;Vlr. FCP UF Dest.
E440ISC;ICMVFC;2;Vlr. ICMS FCP na  UF de Destino;Vlr. ICMS FCP en el Estado de Destino
E440ISC;ICMVFC;3;Valor do ICMS para fundo de combate à pobreza na UF de destino;Valor ICMS para el fondo de lucha contra la pobreza en el estado de destino
E440ISC;ICMVOR;1;Vlr. ICMS remetente;Vlr. Remitente ICMS
E440ISC;ICMVOR;2;Valor ICMS partilhado UF remetente;Valor ICMS compartido por el remitente de UF
E440ISC;ICMVOR;3;Valor de ICMS partilhado com o estado remetente;Valor ICMS compartido con el estado emisor
E440ISC;IDENBS;1;Ident. NBS;Ident. NBS
E440ISC;IDENBS;2;Identificador NBS;Identificador NBS
E440ISC;IDENBS;3;Identificador NBS;Identificador NBS
E440ISC;INDINT;1;Serv. intermediado?;Serv. intermediado?
E440ISC;INDINT;2;Serviço intermediado?;¿Servicio intermedio?
E440ISC;INDINT;3;Indicativo se este item de serviço foi vendido como intermediação;Indica si este artículo de servicio se vendió como intermediario
E440ISC;INDVIS;1;Vínculo NFE x OC;Enlace NFE x OC
E440ISC;INDVIS;2;Vínculo de itens de serviço na NFE x OC;Vincular artículos de servicio en NFE x OC
E440ISC;INDVIS;3;Indicativo de vínculo entre itens de serviço da NFE e OC via tela F440REL;Indicador de enlace entre elementos de servicio NFE y OC a través de la pantalla F440REL
E440ISC;INTPAT;1;Integ. c/ Patrim.;Integración con Patrimonio.
E440ISC;INTPAT;2;Integrar com Patrimônio;Integrarse con el patrimonio
E440ISC;INTPAT;3;Indica se o item deve ser mostrado para integração com a gestão de patrimônio;Indica si el elemento debe mostrarse para su integración con la gestión patrimonial.
E440ISC;MOTDES;1;Mot. deson. ICMS;Agudeza. deson. ICMS
E440ISC;MOTDES;2;Motivo desoneração ICMS;Motivo del alivio del ICMS
E440ISC;MOTDES;3;Motivo desoneração ICMS;Motivo del alivio del ICMS
E440ISC;MTDIST;1;Mot. deson. ICMS-ST;Agudeza. deson. ICMS-ST
E440ISC;MTDIST;2;Motivo desoneração ICMS-ST;Motivo de la exención de ICMS-ST
E440ISC;MTDIST;3;Motivo desoneração ICMS-ST;Motivo de la exención de ICMS-ST
E440ISC;NOPSER;1;Nat. Ope.;Nat. El pie.
E440ISC;NOPSER;2;Natureza Operação;Operación Naturaleza
E440ISC;NOPSER;3;Código da natureza de operação;Código de naturaleza de operación
E440ISC;NOTFOR;1;Nota Forn.;Nota Furn.
E440ISC;NOTFOR;2;Nota de Fornecimento;Nota de suministro
E440ISC;NOTFOR;3;Nota do fornecimento deste item;Albarán de entrega de este artículo
E440ISC;NOTSER;1;Nota Serv.;Nota de servicio
E440ISC;NOTSER;2;Nota do Serviço;Nota de servicio
E440ISC;NOTSER;3;Nota do serviço;nota de servicio
E440ISC;NUMCTR;1;Nº Contr.;Cont. No.
E440ISC;NUMCTR;2;Contrato;Contrato
E440ISC;NUMCTR;3;Número do contrato que gerou a nota fiscal de entrada;Número de contrato que generó la factura entrante
E440ISC;NUMEPI;1;Nº Exec.;Ejecutivo No.
E440ISC;NUMEPI;2;Número da execução de Inspeção;Número de ejecución de inspección
E440ISC;NUMEPI;3;Identificador da inspeção aberta para o item;Abrir identificador de inspección para el artículo.
E440ISC;NUMLAN;1;Núm. Lçto.;Bajo No.
E440ISC;NUMLAN;2;Número do Lançamento;Número de versión
E440ISC;NUMLAN;3;Número sequencial do lançamento destinado ao controle do crédito acumulado;Número secuencial del asiento destinado a controlar el crédito acumulado
E440ISC;NUMNFC;1;Nr. NFE;N° ENF
E440ISC;NUMNFC;2;Número NF Entrada;Número NF entrante
E440ISC;NUMNFC;3;Número da nota fiscal de entrada;Número de factura entrante
E440ISC;NUMNFV;1;Nr. NFS;NFS No.
E440ISC;NUMNFV;2;Número NF Saída;Número NF saliente
E440ISC;NUMNFV;3;Número da nota fiscal de saída;Número de factura saliente
E440ISC;NUMOCP;1;OC;JEFE.
E440ISC;NUMOCP;2;Nº OC/Sequência Item;OC No./Artículo Secuencia
E440ISC;NUMOCP;3;Número da ordem de compra da nota fiscal de entrada;Número de orden de compra de la factura de proveedores
E440ISC;NUMOPE;1;Núm. Operação;Operación No.
E440ISC;NUMOPE;2;Núm. Operação;Operación No.
E440ISC;NUMOPE;3;Número da Operação para rastreamento TMS;Número de operación para seguimiento TMS
E440ISC;NUMPED;1;Nº Ped.;N º de pedido.
E440ISC;NUMPED;2;Número Pedido;Número de orden
E440ISC;NUMPED;3;Número do pedido de venda;Número de orden de ventas
E440ISC;NUMPRJ;1;Projeto;Proyecto
E440ISC;NUMPRJ;2;Projeto;Proyecto
E440ISC;NUMPRJ;3;Número do projeto;Número de proyecto
E440ISC;ORIMER;1;Ori. Fiscal Merc.;O yo. Mercenario.
E440ISC;ORIMER;2;Origem Fiscal Mercadoria;Origen fiscal de los bienes
E440ISC;ORIMER;3;Origem fiscal da mercadoria;Origen fiscal de la mercancía
E440ISC;PDIFCP;1;Per. do dif. de ICMS FCP;Por. de diferencia. FCP ICMS
E440ISC;PDIFCP;2;Percentual do diferimento de ICMS relativo ao FCP;Porcentaje de aplazamiento del ICMS relacionado con el FCP
E440ISC;PDIFCP;3;Percentual do diferimento de ICMS relativo ao FCP;Porcentaje de aplazamiento del ICMS relacionado con el FCP
E440ISC;PECICM;1;% ICMS Cred. Efeti.;% Crédito ICMS. Efecto.
E440ISC;PECICM;2;% ICMS Cred. Efetivamente;% Crédito ICMS. Efectivamente
E440ISC;PECICM;3;Percentual do ICMS creditado efetivamente;Porcentaje de ICMS efectivamente acreditado
E440ISC;PECIPI;1;% IPI Cred. Efeti.;% Crédito IPI. Efecto.
E440ISC;PECIPI;2;% IPI Cred. Efetivamente;% Crédito IPI. Efectivamente
E440ISC;PECIPI;3;Percentual do IPI creditado efetivamente;Porcentaje del IPI efectivamente acreditado
E440ISC;PERAPE;1;% Aposent. Espec.;% Jubilado. Especificaciones.
E440ISC;PERAPE;2;Percentual da aposentadoria especial;Porcentaje de jubilación especial
E440ISC;PERAPE;3;Percentual da aposentadoria especial;Porcentaje de jubilación especial
E440ISC;PERCFF;1;% COFINS Fat.;% Grasa COFINS.
E440ISC;PERCFF;2;% COFINS Fat. (Est. Dev.);% Grasa COFINS. (Desarrollo est.)
E440ISC;PERCFF;3;Percentual do COFINS Faturamento (Estorno devolução);Porcentaje de Facturación COFINS (Reversión)
E440ISC;PERCIM;1;% COFINS Rec. Imp.;% COFINS Rec. Diablillo.
E440ISC;PERCIM;2;% COFINS a Rec. na Importação;% COFINS a Rec. en Importación
E440ISC;PERCIM;3;Percentual de COFINS a Recuperar na Importação;Porcentaje de COFINS que se recuperará al importar
E440ISC;PERCIT;1;% CIDE Tec.;%CIDE Tec.
E440ISC;PERCIT;2;% CIDE Tecnologia;% Tecnología CIDE
E440ISC;PERCIT;3;Percentual do imposto CIDE-Tecnologia;Porcentaje del impuesto CIDE-Tecnología
E440ISC;PERCOR;1;% COFINS Rec.;% COFINS Rec.
E440ISC;PERCOR;2;% COFINS a Recuperar;% COFINS a recuperar
E440ISC;PERCOR;3;Percentual de COFINS a Recuperar;Porcentaje de COFINS a recuperar
E440ISC;PERCRT;1;% Cofins Retido;% de ataúdes retenidos
E440ISC;PERCRT;2;% Cofins Retido;% de ataúdes retenidos
E440ISC;PERCRT;3;Percentual de Cofins Retido;Porcentaje de Cofins retenidos
E440ISC;PERCSL;1;% CSLL Retido;% CSLL retenido
E440ISC;PERCSL;2;% CSLL Retido;% CSLL retenido
E440ISC;PERCSL;3;Percentual de CSLL Retido;Porcentaje de CSLL retenido
E440ISC;PERDIF;1;% Diferimento;% de aplazamiento
E440ISC;PERDIF;2;% Diferimento;% de aplazamiento
E440ISC;PERDIF;3;Percentual de diferimento do item de serviço;Porcentaje de aplazamiento de artículos de servicio
E440ISC;PERDS1;1;% Desconto 1;% Descuento 1
E440ISC;PERDS1;2;% Desconto 1;% Descuento 1
E440ISC;PERDS1;3;Percentual de desconto 1;Porcentaje de descuento 1
E440ISC;PERDS2;1;% Desconto 2;% Descuento 2
E440ISC;PERDS2;2;% Desconto 2;% Descuento 2
E440ISC;PERDS2;3;Percentual de desconto 2;Porcentaje de descuento 2
E440ISC;PERDS3;1;% Desconto 3;% Descuento 3
E440ISC;PERDS3;2;% Desconto 3;% Descuento 3
E440ISC;PERDS3;3;Percentual de desconto 3;Porcentaje de descuento 3
E440ISC;PERDS4;1;% Desconto 4;% Descuento 4
E440ISC;PERDS4;2;% Desconto 4;% Descuento 4
E440ISC;PERDS4;3;Percentual de desconto 4;Porcentaje de descuento 4
E440ISC;PERDS5;1;% Desconto 5;% Descuento 5
E440ISC;PERDS5;2;% Desconto 5;% Descuento 5
E440ISC;PERDS5;3;Percentual de desconto 5;5 por ciento de descuento
E440ISC;PERDSC;1;% Desc.;% Descuento
E440ISC;PERDSC;2;% Desconto;% Descuento
E440ISC;PERDSC;3;Percentual de desconto do serviço da nota fiscal de entrada;Porcentaje de descuento de servicio en factura entrante
E440ISC;PERICI;1;% ICMS importação;% Importar ICMS
E440ISC;PERICI;2;% ICMS importação;% Importar ICMS
E440ISC;PERICI;3;Percentual de ICMS na importação;Porcentaje ICMS sobre importación
E440ISC;PERICM;1;% ICMS;%ICMS
E440ISC;PERICM;2;% ICMS;%ICMS
E440ISC;PERICM;3;Percentual do ICM do item da nota fiscal de entrada;Porcentaje ICM del artículo de factura entrante
E440ISC;PERIDF;1;% ICMS Diferido;% ICMS diferido
E440ISC;PERIDF;2;% ICMS Diferido;% ICMS diferido
E440ISC;PERIDF;3;Percentual do ICMS diferido do item da nota fiscal de entrada;Porcentaje de ICMS diferido del elemento de factura entrante
E440ISC;PERIEF;1;% ICMS Ent. Fut.;% ICMS Ent. Fut.
E440ISC;PERIEF;2;% ICMS Entrega Futura;% de entrega futura de ICMS
E440ISC;PERIEF;3;Percentual do ICMS entrega futura do item da nota;Porcentaje de ICMS para la entrega futura del artículo de nota
E440ISC;PERINS;1;% INSS;% INSS
E440ISC;PERINS;2;% INSS;% INSS
E440ISC;PERINS;3;Percentual do INSS;Porcentaje del INSS
E440ISC;PERIPI;1;% IPI;% IPI
E440ISC;PERIPI;2;% IPI;% IPI
E440ISC;PERIPI;3;Percentual de IPI do item da nota fiscal de entrada;Porcentaje IPI del artículo de factura entrante
E440ISC;PERIRF;1;% IRRF;% IRRF
E440ISC;PERIRF;2;% IRRF;% IRRF
E440ISC;PERIRF;3;Percentual do IRRF do serviço da nota fiscal de entrada;Porcentaje de IRRF del servicio de recepción de facturas
E440ISC;PERISN;1;% ICMS Simp. Nac.;% ICMS simple. Nac.
E440ISC;PERISN;2;% ICMS Simples Nacional;% ICMS Simples Nacionales
E440ISC;PERISN;3;Percentual do ICMS Simples Nacional do item da nota fiscal de entrada;ICMS Simples Nacional porcentaje de la partida de factura de entrada
E440ISC;PERISS;1;% ISS;% ISS
E440ISC;PERISS;2;% ISS;% ISS
E440ISC;PERISS;3;Percentual do ISS do serviço da nota fiscal de entrada;Porcentaje ISS del servicio de factura entrante
E440ISC;PEROUR;1;% Out. Retenções;% Oct. Retenciones
E440ISC;PEROUR;2;% Out. Retenções;% Oct. Retenciones
E440ISC;PEROUR;3;Percentual de Outras Retenções;Porcentaje de Otras Retenciones
E440ISC;PERPIF;1;% PIS Fat.;% PIS Grasa.
E440ISC;PERPIF;2;% PIS Fat. (Est. Dev.);% PIS Grasa. (Desarrollo est.)
E440ISC;PERPIF;3;Percentual do PIS Faturamento (Estorno devolução);Porcentaje de facturación PIS (reembolso)
E440ISC;PERPIM;1;% PIS Rec. Imp.;% PIS Rec. Diablillo.
E440ISC;PERPIM;2;% PIS a Rec. na Importação;% PIS a Rec. en Importación
E440ISC;PERPIM;3;Percentual de PIS a Recuperar na Importação;Porcentaje del PIS a recuperar de las importaciones
E440ISC;PERPIR;1;% PIS Rec.;% PIS Rec.
E440ISC;PERPIR;2;% PIS a Recuperar;% PIS a recuperar
E440ISC;PERPIR;3;Percentual de PIS a Recuperar;Porcentaje de PIS a recuperar
E440ISC;PERPIT;1;% PIS Retido;% PIS retenido
E440ISC;PERPIT;2;% PIS Retido;% PIS retenido
E440ISC;PERPIT;3;Percentual de PIS Retido;Porcentaje de PIS retenido
E440ISC;PERSEN;1;% SENAR/SENAT;% SENAR/SENAT
E440ISC;PERSEN;2;% SENAR/SENAT;% SENAR/SENAT
E440ISC;PERSEN;3;Percentual do SENAR/SENAT;Porcentaje SENAR/SENAT
E440ISC;PISIMP;1;Valor Pis a Recuperar Importação;Valor de Pis para recuperar la importación
E440ISC;PISIMP;2;Valor Pis a Recuperar Importação;Valor de Pis para recuperar la importación
E440ISC;PISIMP;3;Valor do pis a recuperar na importação;Valor del pis que se recuperará en el momento de la importación
E440ISC;PREUNI;1;Preço;Precio
E440ISC;PREUNI;2;Preço Unitário;Precio unitario
E440ISC;PREUNI;3;Preço unitário do serviço da nota fiscal de saída;Precio unitario del servicio de factura saliente
E440ISC;QECIPI;1;Qtd. Base IPI Cr.Ef.;Cant. Base IPI Cr.Ef.
E440ISC;QECIPI;2;Quantidade da Base de Cred. Efetivamente;Monto Base del Crédito. Efectivamente
E440ISC;QECIPI;3;Quantidade da Base de IPI Creditado Efetivamente;Cantidad de base del IPI efectivamente acreditada
E440ISC;QTDBCF;1;Qtd. da Base do COFINS Fat.;Cantidad base de grasa COFINS.
E440ISC;QTDBCF;2;Quantidade Base COFINS Fat. (Est. Dev.);Cantidad de Base Grasa COFINS. (Desarrollo est.)
E440ISC;QTDBCF;3;Quantidade da base do COFINS por faturamento (Estorno devolução);Monto base COFINS por facturación (Reembolso reembolso)
E440ISC;QTDBCO;1;Qtde. Base COFINS Rec.;Cant. Rec. COFINS.
E440ISC;QTDBCO;2;Quantidade Base COFINS Recuperar;Recuperación de cantidad base de COFINS
E440ISC;QTDBCO;3;Quantidade da base do COFINS a recuperar;Cantidad de base COFINS a recuperar
E440ISC;QTDBIP;1;Qtde. Base IPI;Cant. base del IPI
E440ISC;QTDBIP;2;Quantidade Base IPI;Cantidad base del IPI
E440ISC;QTDBIP;3;Quantidade da base do IPI;Monto base del IPI
E440ISC;QTDBPF;1;Qtd. da Base do PIS Fat.;Cantidad de Base Grasa PIS.
E440ISC;QTDBPF;2;Quantidade Base PIS Fat. (Est. Dev.);Cantidad de base grasa PIS. (Desarrollo est.)
E440ISC;QTDBPF;3;Quantidade da base do PIS por faturamento (Estorno devolução);Monto de base PIS por facturación (Reembolso de reembolso)
E440ISC;QTDBPI;1;Qtde. Base PIS Rec.;Cant. Rec. PIS.
E440ISC;QTDBPI;2;Quantidade Base PIS Recuperar;Recuperación de cantidad base de PIS
E440ISC;QTDBPI;3;Quantidade da base do PIS a recuperar;Cantidad de base PIS a recuperar
E440ISC;QTDDEV;1;Qtd. Devolvida;Cantidad devuelta
E440ISC;QTDDEV;2;Quantidade Devolvida;Cantidad devuelta
E440ISC;QTDDEV;3;Soma das quantidades devolvidas pelas NF de saída;Suma de cantidades devueltas por facturas salientes
E440ISC;QTDREC;1;Qtde Recebida Nota Fiscal;Cantidad de factura recibida
E440ISC;QTDREC;2;Qtde Recebida Nota Fiscal;Cantidad de factura recibida
E440ISC;QTDREC;3;Quantidade recebida do serviço da nota fiscal de entrada;Cantidad recibida del servicio de factura de proveedores
E440ISC;REDISS;1;% Redução ISS;% de reducción de ISS
E440ISC;REDISS;2;% Redução Base Cálculo ISS;% Reducción Base de Cálculo ISS
E440ISC;REDISS;3;Percentual de redução da base de cálculo do ISS de entrada;Porcentaje de reducción en la base de cálculo del ISS de entrada
E440ISC;SALCAN;1;Saldo Canc.;Canc saldo.
E440ISC;SALCAN;2;Saldo Cancelado;Saldo cancelado
E440ISC;SALCAN;3;Indicativo se o saldo da ordem de compra deve ser cancelado;Indica si el saldo de la orden de compra debe cancelarse
E440ISC;SEQCCS;1;Seq. Item;Sec. Artículo
E440ISC;SEQCCS;2;Sequência Item Contrato;Secuencia de elementos del contrato
E440ISC;SEQCCS;3;Sequência do item do contrato na competência;Secuencia de elementos del contrato en competencia
E440ISC;SEQEVE;1;Seq. Evento;Sec. Evento
E440ISC;SEQEVE;2;Sequência;Secuencia
E440ISC;SEQEVE;3;Sequência do evento;Secuencia de eventos
E440ISC;SEQISC;1;Seq.;Sec.
E440ISC;SEQISC;2;Sequência;Secuencia
E440ISC;SEQISC;3;Sequência do item na nota fiscal de entrada;Secuencia de artículos en la factura de proveedores
E440ISC;SEQISO;1;Seq.;Sec.
E440ISC;SEQISO;2;Sequência;Secuencia
E440ISC;SEQISO;3;Sequência da ordem de compra da nota fiscal de entrada;Secuencia de orden de compra de factura de proveedores
E440ISC;SEQISP;1;Seq.;Sec.
E440ISC;SEQISP;2;Sequência;Secuencia
E440ISC;SEQISP;3;Sequência do item de serviço no pedido de venda;Secuencia de artículos de servicio en orden de venta
E440ISC;SEQISV;1;Seq. Item;Sec. Artículo
E440ISC;SEQISV;2;Sequência Item NFS;Secuencia de elementos NFS
E440ISC;SEQISV;3;Sequência do item da nota fiscal de saída;Secuencia de artículos de factura de deudores
E440ISC;SEQNFI;1;Seq. Item NF;Sec. Artículo NF
E440ISC;SEQNFI;2;Sequência Item NF Impressa;Secuencia de elementos NF impresa
E440ISC;SEQNFI;3;Sequência do item na nota fiscal impressa;Secuencia de artículos en factura impresa
E440ISC;SNFNFV;1;Série NFS;Serie NFS
E440ISC;SNFNFV;2;Série NF Saída;Salida de la serie NF
E440ISC;SNFNFV;3;Série da nota fiscal de saída;Serie de facturas de deudores
E440ISC;STRORI;1;Sit. Trib. Ori.;Sentarse. tribu. Orí.
E440ISC;STRORI;2;Situação Tributária Original;Estado fiscal original
E440ISC;STRORI;3;Situação tributária Original do item da nota fiscal de entrada;Estado fiscal original del artículo de factura entrante
E440ISC;TNSSER;1;Trans. Serv.;Trans. Serv.
E440ISC;TNSSER;2;Transação Serviço;Servicio de transacciones
E440ISC;TNSSER;3;Transação de serviço do item da nota;Nota Artículo Servicio Transacción
E440ISC;UNIMED;1;UM Nota Fsical;UNA Factura
E440ISC;UNIMED;2;UM Nota Fiscal;Una factura de impuestos
E440ISC;UNIMED;3;Unidade de medida do serviço da nota fiscal de entrada;Unidad de medida para el servicio de factura entrante
E440ISC;USUGER;1;Usuário Geração;Generación de usuarios
E440ISC;USUGER;2;Usuário Geração;Generación de usuarios
E440ISC;USUGER;3;Usuário responsável pela geração do registro;Usuario responsable de generar el registro
E440ISC;VARSER;1;Tipo de Serviço para Varejo;Tipo de servicio para el comercio minorista
E440ISC;VARSER;2;Tipo de Serviço para Varejo;Tipo de servicio para el comercio minorista
E440ISC;VARSER;3;Indica o tipo de serviço para o Varejo;Indica el tipo de servicio para Retail
E440ISC;VDIFCP;1;Vlr dif. do ICMS FCP;Diferencia VLR. FCP ICMS
E440ISC;VDIFCP;2;Valor diferido do ICMS relativo ao FCP;Valor diferido del ICMS relacionado con el FCP
E440ISC;VDIFCP;3;Valor diferido do ICMS relativo ao FCP;Valor diferido del ICMS relacionado con el FCP
E440ISC;VECICM;1;Valor ICMS Cred. Efetivamente;Valor del crédito ICMS. Efectivamente
E440ISC;VECICM;2;Valor ICMS Cred. Efetivamente;Valor del crédito ICMS. Efectivamente
E440ISC;VECICM;3;Valor ICMS Cred. Efetivamente;Valor del crédito ICMS. Efectivamente
E440ISC;VECIPI;1;Valor IPI Cred. Efetivamente;Valor del crédito IPI. Efectivamente
E440ISC;VECIPI;2;Valor IPI Cred. Efetivamente;Valor del crédito IPI. Efectivamente
E440ISC;VECIPI;3;Valor de IPI creditado efetivamente;Valor del IPI efectivamente acreditado
E440ISC;VICSTD;1;Vlr do ICMS-ST desonerado;Vlr de ICMS-ST exento
E440ISC;VICSTD;2;Valor do ICMS-ST desonerado;Valor ICMS-ST exento
E440ISC;VICSTD;3;Valor do ICMS-ST desonerado;Valor ICMS-ST exento
E440ISC;VLRAJS;1;Vlr. Ajuste;Vlr. Ajustamiento
E440ISC;VLRAJS;2;Valor Ajuste Fiscal;Valor de ajuste fiscal
E440ISC;VLRAJS;3;Valor do ajuste do item referente ao dispositivo fiscal;Valor de ajuste del artículo referido al dispositivo tributario
E440ISC;VLRAPE;1;Vlr. Aposent. Espec.;Vlr. Jubilación. Especificaciones.
E440ISC;VLRAPE;2;Valor da aposentadoria especial;Valor especial de jubilación
E440ISC;VLRAPE;3;Valor da aposentadoria especial;Valor especial de jubilación
E440ISC;VLRBCF;1;Base COFINS Fat.;COFINS Base grasa.
E440ISC;VLRBCF;2;Base COFINS Faturamento (Est. Dev.);Base de facturación COFINS (Desarrollo est.)
E440ISC;VLRBCF;3;Valor Base do COFINS Faturamento (Estorno devolução);Valor Base COFINS Facturación (Reembolso)
E440ISC;VLRBCL;1;Base CSLL Retido;Base CSLL retenida
E440ISC;VLRBCL;2;Base/Valor CSLL Retido;Base CSLL/Cantidad retenida
E440ISC;VLRBCL;3;Valor base do CSLL Retido;Valor base del CSLL retenido
E440ISC;VLRBCR;1;Base Cofins a Recuperar;Base de Cofins por recuperar
E440ISC;VLRBCR;2;Base/Valor Cofins a Recuperar;Valor Base/Cofins a Recuperar
E440ISC;VLRBCR;3;Valor base do Cofins a recuperar;Valor base de Cofins a recuperar
E440ISC;VLRBCT;1;Base Cofins Retido;Base de Cofins retenida
E440ISC;VLRBCT;2;Base/Valor Cofins Retido;Valor base/retenido de Cofins
E440ISC;VLRBCT;3;Valor base do Cofins Retido;Valor base de Cofins retenidos
E440ISC;VLRBIC;1;Base ICMS;base ICMS
E440ISC;VLRBIC;2;Base/Valor ICMS;Base/Valor del ICMS
E440ISC;VLRBIC;3;Valor base do ICMS;Valor base ICMS
E440ISC;VLRBID;1;Base IPI Pres.;Pres. IPI base.
E440ISC;VLRBID;2;Base/Valor IPI Presumido;Valor IPI base/asumido
